#####################################################################################################
# NeXus source file: proteinSample
# NXdata: name = img{3}_azimuthalIntegration_Px_1626
#
#
# Exposure_msec                                     990.0 + 0.0
# _diffrn_source.source                             Storage Ring Soleil, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.2-3615
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           AcqName=proteinSample    Position=A2    Volume=50    Method=CAP    Column=-   buffer @ 2 min with 180 frames   20mM Tris - 150mM NaCl
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               312.227376677
# _sas_detc.center_eq                               959.996036587
# _sas_detc.dist_spec/detc                          1999.99196595
# _sas_detc.energy                                  11.9999844033
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.03320289038
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\\Foxtrot-3.5.2-3615-2018-12-05-104649\\resources\\masks\\mask_loris_janv2019.txt
# Normalization                                     true
# Normalization Factor                              0.0222
# Normalization Monitor                             i11-c-c09__DT__MI_DIODE.8b__#2
# Normalization Intensity                           4.58975087891e-06
# GlobalNormalization                               1151.32347208
#####################################################################################################
q(A-1)              I(q)proteinSample_HPLCBuffer_00004{3}_AzInt_Px_1626         Sig(q)proteinSample_HPLCBuffer_00004{3}_AzInt_Px_1626       
0.0132267910046     0.0431690774985                                             0.000478153480676                                           
0.0136828855432     0.0402555614321                                             0.000449565382289                                           
0.0141389799087     0.0389214458373                                             0.000427475963258                                           
0.0145950740952     0.0364266957597                                             0.000420423100362                                           
0.015051168097      0.0353435539561                                             0.000404091299825                                           
0.0155072619084     0.0336736141549                                             0.00038337321427                                            
0.0159633555234     0.032356554169                                              0.000373000155459                                           
0.0164194489365     0.0309445474752                                             0.000358610185159                                           
0.0168755421417     0.0306541657066                                             0.000354389339124                                           
0.0173316351333     0.0298674407873                                             0.000339556237707                                           
0.0177877279056     0.0288792459697                                             0.000328109701503                                           
0.0182438204528     0.0284961646038                                             0.000328760563636                                           
0.018699912769      0.0283796804603                                             0.000323185709951                                           
0.0191560048486     0.0272331155942                                             0.00031008850256                                            
0.0196120966858     0.0273446721374                                             0.000307612661918                                           
0.0200681882747     0.026514541901                                              0.000294242982142                                           
0.0205242796097     0.0267522785728                                             0.000298950129495                                           
0.0209803706849     0.0261611453824                                             0.00029118310827                                            
0.0214364614945     0.0256107554258                                             0.000281862660329                                           
0.0218925520329     0.0250501610872                                             0.000274861909705                                           
0.0223486422942     0.0255633029552                                             0.000276703851507                                           
0.0228047322727     0.0249545071698                                             0.000273861812663                                           
0.0232608219625     0.0248223457156                                             0.000264577030546                                           
0.0237169113579     0.0247462796389                                             0.000263317901933                                           
0.0241730004532     0.0244112466719                                             0.000263233242598                                           
0.0246290892426     0.024037143091                                              0.000253458235534                                           
0.0250851777202     0.0242864474816                                             0.000252069219977                                           
0.0255412658804     0.0242862640999                                             0.000252831076103                                           
0.0259973537173     0.0238696530031                                             0.000246577324936                                           
0.0264534412252     0.0240197624216                                             0.000249556815031                                           
0.0269095283983     0.0236973799826                                             0.000238783472544                                           
0.0273656152308     0.0241270183317                                             0.000241608672567                                           
0.027821701717      0.0235445633494                                             0.000236381190586                                           
0.0282777878511     0.023554494174                                              0.000234202129048                                           
0.0287338736273     0.0231998080152                                             0.000234965638686                                           
0.0291899590399     0.0235362831695                                             0.000228367728408                                           
0.029646044083      0.023494533123                                              0.000229043341276                                           
0.030102128751      0.0231328295178                                             0.00022727354156                                            
0.030558213038      0.0233554157046                                             0.000221629884581                                           
0.0310142969382     0.0235058043026                                             0.000224527654221                                           
0.0314703804459     0.0229939596837                                             0.000218851183178                                           
0.0319264635554     0.0228144279681                                             0.000218783678353                                           
0.0323825462608     0.0230791374692                                             0.000216927965944                                           
0.0328386285563     0.0229699581478                                             0.00021222134245                                            
0.0332947104363     0.0228778946171                                             0.000213244772357                                           
0.0337507918949     0.023145903716                                              0.000212553577588                                           
0.0342068729264     0.0224953454396                                             0.000210255238576                                           
0.034662953525      0.0228298180067                                             0.000207853233547                                           
0.0351190336848     0.0226592874032                                             0.000204204029747                                           
0.0355751134003     0.0224743614452                                             0.000204236435194                                           
0.0360311926655     0.022759427522                                              0.000202942405308                                           
0.0364872714747     0.0226396753966                                             0.000201778355852                                           
0.0369433498221     0.0224038129087                                             0.000199898635417                                           
0.037399427702      0.0230279464069                                             0.000201019711627                                           
0.0378555051086     0.0223743531551                                             0.00019854809617                                            
0.0383115820361     0.022344491788                                              0.00019623850236                                            
0.0387676584788     0.0229242645608                                             0.00019456709372                                            
0.0392237344308     0.0229388574109                                             0.000195000227785                                           
0.0396798098865     0.0222672193655                                             0.000193233892393                                           
0.04013588484       0.0223385603469                                             0.000190621758083                                           
0.0405919592855     0.0225553684787                                             0.000190125843161                                           
0.0410480332174     0.0220917634026                                             0.000187643317084                                           
0.0415041066298     0.0223390437742                                             0.00018800206088                                            
0.0419601795169     0.0220765782371                                             0.000185714285817                                           
0.042416251873      0.0223206635263                                             0.000186070148297                                           
0.0428723236923     0.0221971510388                                             0.000183598070908                                           
0.0433283949691     0.0223077728538                                             0.00018215434666                                            
0.0437844656975     0.021956025301                                              0.00018212146898                                            
0.0442405358718     0.0221805176208                                             0.000181169609046                                           
0.0446966054863     0.0223616248909                                             0.000179329660489                                           
0.0451526745351     0.0224454162176                                             0.000181324196804                                           
0.0456087430125     0.0221250831935                                             0.000178526808893                                           
0.0460648109127     0.0224619850633                                             0.000178992746113                                           
0.04652087823       0.0223117663219                                             0.000175814053999                                           
0.0469769449585     0.022153155133                                              0.000174493805041                                           
0.0474330110926     0.0222216682422                                             0.000176162828367                                           
0.0478890766264     0.0221211654838                                             0.000173682397757                                           
0.0483451415541     0.0224712549992                                             0.000173292150905                                           
0.0488012058701     0.0222783845558                                             0.000172679903169                                           
0.0492572695684     0.0223072238531                                             0.000171345808704                                           
0.0497133326435     0.022196397442                                              0.000171570921754                                           
0.0501693950894     0.0221615912016                                             0.000168627975041                                           
0.0506254569004     0.0224357336472                                             0.00017067934722                                            
0.0510815180708     0.0222786606155                                             0.000167960354986                                           
0.0515375785947     0.0220869747459                                             0.000166269693864                                           
0.0519936384665     0.0221514901394                                             0.000168094323763                                           
0.0524496976803     0.0224560344074                                             0.000166222470399                                           
0.0529057562303     0.0219806603886                                             0.000164687263138                                           
0.0533618141109     0.0218822843478                                             0.000163853642509                                           
0.0538178713162     0.0221606243241                                             0.000163060415168                                           
0.0542739278404     0.0221932558022                                             0.000162397405395                                           
0.0547299836778     0.022237746129                                              0.000161897202039                                           
0.0551860388227     0.0218630000039                                             0.000161850490101                                           
0.0556420932692     0.0222658138366                                             0.00016178030785                                            
0.0560981470116     0.0221788280164                                             0.000159638426187                                           
0.056554200044      0.0221975545663                                             0.00016331004885                                            
0.0570102523609     0.022438713109                                              0.000163742612387                                           
0.0574663039562     0.0220586246911                                             0.000164630355561                                           
0.0579223548244     0.0222310166006                                             0.000164345384329                                           
0.0583784049597     0.0222835699881                                             0.000165467999226                                           
0.0588344543561     0.0223103792886                                             0.000166393464962                                           
0.0592905030081     0.0220598532115                                             0.000163712021622                                           
0.0597465509098     0.0223467182152                                             0.000165585768848                                           
0.0602025980555     0.0224659532885                                             0.000165909995451                                           
0.0606586444394     0.0223231339287                                             0.000165615738012                                           
0.0611146900556     0.0221339835452                                             0.000170813150103                                           
0.0615707348985     0.0219842763303                                             0.000168329738803                                           
0.0620267789624     0.0220597848463                                             0.000169755955977                                           
0.0624828222413     0.0220771823769                                             0.00017243589385                                            
0.0629388647295     0.0219786494526                                             0.000172856726074                                           
0.0633949064214     0.0221527338606                                             0.000176037253209                                           
0.063850947311      0.0222503005073                                             0.000175438678855                                           
0.0643069873927     0.0220404476187                                             0.000174332225727                                           
0.0647630266606     0.0222462427567                                             0.000178726483927                                           
0.0652190651091     0.0218224679974                                             0.000174440247558                                           
0.0656751027323     0.021996156814                                              0.000176700184641                                           
0.0661311395244     0.0218690747082                                             0.000178239704035                                           
0.0665871754798     0.0220291233035                                             0.000177706236001                                           
0.0670432105925     0.0220120844548                                             0.000179877877705                                           
0.067499244857      0.0218465372497                                             0.00017653227133                                            
0.0679552782673     0.0218256952178                                             0.000179266868426                                           
0.0684113108177     0.0221953288553                                             0.000180778728981                                           
0.0688673425026     0.0221578646326                                             0.000181087300894                                           
0.069323373316      0.0222055291376                                             0.000183005006276                                           
0.0697794032522     0.0223994430539                                             0.000175193580569                                           
0.0702354323054     0.0223415915262                                             0.000176081876203                                           
0.07069146047       0.0220122018649                                             0.000172992251273                                           
0.0711474877401     0.0224349793367                                             0.000173161789183                                           
0.0716035141099     0.0221483594914                                             0.000171920144282                                           
0.0720595395737     0.0225219468513                                             0.000171788171358                                           
0.0725155641258     0.022064210878                                              0.000168640502881                                           
0.0729715877603     0.0218496676121                                             0.000169077804214                                           
0.0734276104714     0.0221041643195                                             0.00016682506945                                            
0.0738836322535     0.0221411012993                                             0.000168809593562                                           
0.0743396531007     0.0219068143739                                             0.000167295844813                                           
0.0747956730073     0.0217369550345                                             0.000166646229842                                           
0.0752516919676     0.0219920982791                                             0.000165564851178                                           
0.0757077099756     0.0220385535329                                             0.00016421551012                                            
0.0761637270258     0.021825198253                                              0.000164935873315                                           
0.0766197431123     0.0221170333787                                             0.000165797461635                                           
0.0770757582293     0.0222592553964                                             0.000166211068718                                           
0.0775317723711     0.0220575612241                                             0.000162916253634                                           
0.0779877855319     0.0221865583805                                             0.000163846677357                                           
0.0784437977059     0.0221496997064                                             0.000164053847499                                           
0.0788998088875     0.0221782171049                                             0.000163816349901                                           
0.0793558190707     0.0220402694615                                             0.000162069567513                                           
0.0798118282499     0.0219256433527                                             0.000161537058163                                           
0.0802678364193     0.022087928737                                              0.000161691628835                                           
0.0807238435731     0.0218295118775                                             0.000160415742138                                           
0.0811798497055     0.0221462145059                                             0.00016038299485                                            
0.0816358548109     0.0220210224879                                             0.000161227772446                                           
0.0820918588833     0.0219529164675                                             0.000159468958953                                           
0.0825478619171     0.0218735309215                                             0.0001600364224                                             
0.0830038639065     0.0221137628413                                             0.000159521730641                                           
0.0834598648458     0.0222223074503                                             0.000159596236669                                           
0.083915864729      0.0217305520193                                             0.000156994464606                                           
0.0843718635506     0.0221743567483                                             0.000159635191975                                           
0.0848278613047     0.0217397363651                                             0.000156925729298                                           
0.0852838579855     0.021936921237                                              0.000156017150361                                           
0.0857398535874     0.0220424457069                                             0.000158324921682                                           
0.0861958481044     0.0220906380783                                             0.000157369310086                                           
0.086651841531      0.0219516958732                                             0.000156873881912                                           
0.0871078338612     0.0214747838068                                             0.000153583412308                                           
0.0875638250894     0.0220402391485                                             0.000155789615453                                           
0.0880198152097     0.0219962085057                                             0.000155930905822                                           
0.0884758042165     0.0219683307855                                             0.000155733280938                                           
0.0889317921039     0.0218402760965                                             0.000153820018895                                           
0.0893877788661     0.0217896012835                                             0.000153833650771                                           
0.0898437644975     0.0219679351397                                             0.00015484974819                                            
0.0902997489922     0.0218548280048                                             0.000153394599976                                           
0.0907557323445     0.0220421723393                                             0.000153011620367                                           
0.0912117145487     0.0220431506193                                             0.000153485078782                                           
0.0916676955988     0.0221263661033                                             0.000154345372893                                           
0.0921236754893     0.0219203979835                                             0.000153057641732                                           
0.0925796542143     0.0222186531929                                             0.000155439821986                                           
0.0930356317681     0.022146840782                                              0.000156169043529                                           
0.0934916081448     0.021823661993                                              0.000157130869169                                           
0.0939475833388     0.0220571703142                                             0.000159960610072                                           
0.0944035573443     0.0218228334863                                             0.000159965483988                                           
0.0948595301554     0.0221745639577                                             0.000158184075546                                           
0.0953155017665     0.0218554827493                                             0.000154553192506                                           
0.0957714721718     0.0222236308202                                             0.000156839261606                                           
0.0962274413655     0.0220587488572                                             0.000154978650176                                           
0.0966834093419     0.0216403844124                                             0.00015179975219                                            
0.0971393760951     0.021994986237                                              0.000153320776237                                           
0.0975953416195     0.0221617683582                                             0.000153524041398                                           
0.0980513059093     0.0218914750338                                             0.000152960129474                                           
0.0985072689586     0.0218797333742                                             0.000150352206879                                           
0.0989632307618     0.0219245537398                                             0.000150238674485                                           
0.099419191313      0.0219781641917                                             0.00015196071706                                            
0.0998751506066     0.0218940478588                                             0.000149780159276                                           
0.100331108637      0.0219650653912                                             0.000150735863791                                           
0.100787065398      0.0219897489793                                             0.000149317434499                                           
0.101243020884      0.0219437211622                                             0.000149686269159                                           
0.101698975089      0.0218559057652                                             0.000149916167537                                           
0.102154928007      0.0219941321699                                             0.000147704797662                                           
0.102610879634      0.0220019608728                                             0.000149012664549                                           
0.103066829962      0.0220818251184                                             0.000148253600523                                           
0.103522778987      0.0221195565235                                             0.000148721596082                                           
0.103978726702      0.0218248925087                                             0.000147898258249                                           
0.104434673102      0.0219905151622                                             0.000146858209641                                           
0.104890618181      0.0221388270009                                             0.00014685647696                                            
0.105346561932      0.0218816430144                                             0.000146412187059                                           
0.105802504352      0.0218826226074                                             0.000146830174329                                           
0.106258445433      0.0216451799886                                             0.000145210809684                                           
0.10671438517       0.0219471829022                                             0.000145246877608                                           
0.107170323556      0.0218120344129                                             0.000145851776391                                           
0.107626260588      0.021895828576                                              0.000145238171929                                           
0.108082196258      0.0217368739132                                             0.000144231405544                                           
0.10853813056       0.0217397149413                                             0.000143688318489                                           
0.10899406349       0.021888135827                                              0.000144257117589                                           
0.109449995041      0.0221440758955                                             0.000144624444852                                           
0.109905925208      0.021682598926                                              0.000142568480248                                           
0.110361853985      0.0218547633409                                             0.00014139037781                                            
0.110817781365      0.0218716622343                                             0.000142958147851                                           
0.111273707344      0.0219283140043                                             0.00014298979663                                            
0.111729631915      0.0221016169002                                             0.00014211275032                                            
0.112185555074      0.0218758090489                                             0.000140867720257                                           
0.112641476813      0.022110949539                                              0.000140816935881                                           
0.113097397127      0.0219129348129                                             0.00014158017969                                            
0.113553316011      0.0219207159422                                             0.000140427997442                                           
0.114009233458      0.0218493546234                                             0.000139982334139                                           
0.114465149464      0.0219665318387                                             0.000140502560989                                           
0.114921064022      0.0220678799454                                             0.000140032399438                                           
0.115376977126      0.0219657264293                                             0.00014021089022                                            
0.115832888771      0.0218314882613                                             0.000139138763191                                           
0.11628879895       0.0218625311607                                             0.00013874331973                                            
0.116744707659      0.0219456596469                                             0.00014050996634                                            
0.117200614892      0.0219731523179                                             0.000139448148386                                           
0.117656520642      0.0220823775329                                             0.000139158373507                                           
0.118112424904      0.0220309512613                                             0.000138647217612                                           
0.118568327672      0.0219212110138                                             0.000138650231009                                           
0.11902422894       0.0218283408406                                             0.000139558724793                                           
0.119480128703      0.0219455173882                                             0.000138587912564                                           
0.119936026955      0.021963209439                                              0.000137404308472                                           
0.12039192369       0.022036361883                                              0.000138596212104                                           
0.120847818902      0.0219663077849                                             0.000137755676218                                           
0.121303712586      0.0218683426532                                             0.000137653862563                                           
0.121759604735      0.0217832187544                                             0.000135969956267                                           
0.122215495345      0.0218623978355                                             0.000137157985941                                           
0.122671384409      0.0218382933077                                             0.000137014850956                                           
0.123127271922      0.0217232836872                                             0.000135321955325                                           
0.123583157877      0.0215522446744                                             0.000135446951366                                           
0.12403904227       0.021541818607                                              0.000134301032358                                           
0.124494925093      0.0218397216973                                             0.000136081616911                                           
0.124950806343      0.0217049587421                                             0.000135793978003                                           
0.125406686012      0.0217868927543                                             0.000135390233713                                           
0.125862564095      0.0216883296072                                             0.000134049799362                                           
0.126318440586      0.021809629022                                              0.000134617081149                                           
0.12677431548       0.0220789603836                                             0.000135770943041                                           
0.12723018877       0.0219425631313                                             0.000135221401648                                           
0.127686060452      0.0217358859139                                             0.000133499817914                                           
0.128141930518      0.0219467183729                                             0.000134399853917                                           
0.128597798964      0.021667157974                                              0.000133352139015                                           
0.129053665784      0.0218338693272                                             0.00013386449364                                            
0.129509530972      0.0216649278729                                             0.000132473139054                                           
0.129965394522      0.0217485193176                                             0.000132914715231                                           
0.130421256429      0.0219188992208                                             0.000134189238523                                           
0.130877116686      0.0220162767411                                             0.000133048901295                                           
0.131332975288      0.0219081914255                                             0.000133154049114                                           
0.131788832229      0.0220159870067                                             0.000132376859091                                           
0.132244687504      0.0218186563175                                             0.00013294423567                                            
0.132700541106      0.0218344360778                                             0.000131649849229                                           
0.133156393031      0.0217051345806                                             0.00013131976108                                            
0.133612243271      0.021707357666                                              0.000132114111627                                           
0.134068091822      0.0219323953179                                             0.000131945815821                                           
0.134523938678      0.021849080419                                              0.000131216833645                                           
0.134979783832      0.0219875629381                                             0.000131751842984                                           
0.13543562728       0.0220604942882                                             0.000131850797174                                           
0.135891469015      0.0218202242642                                             0.00013054072158                                            
0.136347309031      0.0217785971014                                             0.00012995028117                                            
0.136803147324      0.0218609379789                                             0.000130604450733                                           
0.137258983886      0.0218491320604                                             0.0001304524604                                             
0.137714818713      0.0218768904051                                             0.000130360534829                                           
0.138170651799      0.0217387456357                                             0.00013006490949                                            
0.138626483138      0.0217003867823                                             0.000129029609567                                           
0.139082312723      0.0221003295552                                             0.000130098760864                                           
0.13953814055       0.0217505638887                                             0.000129465348682                                           
0.139993966613      0.0220474345799                                             0.000129886442819                                           
0.140449790905      0.0217033601545                                             0.000128530299725                                           
0.140905613422      0.02178974061                                               0.000129069019621                                           
0.141361434157      0.0217762314067                                             0.000128130952549                                           
0.141817253104      0.0218758588347                                             0.000128759514742                                           
0.142273070258      0.0218850682284                                             0.000128786953065                                           
0.142728885614      0.0217328736631                                             0.000130284204327                                           
0.143184699164      0.0217578928851                                             0.000132152720052                                           
0.143640510905      0.0218128874982                                             0.000132565015462                                           
0.144096320829      0.0218736892182                                             0.000132873199274                                           
0.144552128931      0.0215769691319                                             0.000133274985839                                           
0.145007935206      0.0217026660012                                             0.000134493388624                                           
0.145463739647      0.0214153143543                                             0.000133408683305                                           
0.145919542249      0.0218437739987                                             0.000135451102943                                           
0.146375343006      0.0219146211096                                             0.00013573653885                                            
0.146831141913      0.0216380443667                                             0.000134942911829                                           
0.147286938963      0.0217299210509                                             0.00013464419382                                            
0.14774273415       0.0220302436549                                             0.000136891916175                                           
0.14819852747       0.021910894861                                              0.000135726477114                                           
0.148654318917      0.0218110224318                                             0.000136209859534                                           
0.149110108483      0.0217388186253                                             0.000135719254564                                           
0.149565896165      0.0220049526905                                             0.000135690930813                                           
0.150021681956      0.0218371050038                                             0.000136425961784                                           
0.15047746585       0.0216152013667                                             0.000135005386275                                           
0.150933247842      0.0217384786894                                             0.000136118289789                                           
0.151389027925      0.0219835875536                                             0.000137220650078                                           
0.151844806094      0.0216782879007                                             0.000136873044349                                           
0.152300582344      0.0218461521323                                             0.000136926782418                                           
0.152756356669      0.0215210347781                                             0.000136444306274                                           
0.153212129062      0.0216265836904                                             0.000136305006013                                           
0.153667899518      0.0217933765776                                             0.000137855474423                                           
0.154123668032      0.0219191032794                                             0.000137292364397                                           
0.154579434597      0.021892020282                                              0.000137343828095                                           
0.155035199208      0.0216187689962                                             0.000136619848279                                           
0.15549096186       0.0218204357624                                             0.000136178389342                                           
0.155946722545      0.0220005573373                                             0.000138027472681                                           
0.156402481259      0.0219295698725                                             0.000136854150423                                           
0.156858237996      0.021928844509                                              0.000136251319038                                           
0.15731399275       0.0218066999692                                             0.00013633715052                                            
0.157769745516      0.0219686627161                                             0.000136309411596                                           
0.158225496287      0.0217412650665                                             0.000135405071703                                           
0.158681245057      0.0216634593556                                             0.00013470643998                                            
0.159136991822      0.0217683824983                                             0.000135228214066                                           
0.159592736576      0.0216872451326                                             0.000135832105756                                           
0.160048479312      0.0215528388774                                             0.000133912484166                                           
0.160504220024      0.0217856170463                                             0.000135348336058                                           
0.160959958708      0.0216736795921                                             0.000134352460264                                           
0.161415695358      0.0218998693168                                             0.000135900880972                                           
0.161871429966      0.02175079381                                               0.000135767561097                                           
0.162327162529      0.0216747282559                                             0.000133654641004                                           
0.16278289304       0.0216924350606                                             0.000134541120982                                           
0.163238621493      0.02175942707                                               0.00013507357897                                            
0.163694347883      0.0217726713859                                             0.000134532553929                                           
0.164150072204      0.0219075719173                                             0.000135993201287                                           
0.16460579445       0.0216686274403                                             0.000134598133735                                           
0.165061514615      0.021810407299                                              0.000134585997412                                           
0.165517232694      0.0219199928183                                             0.000134859709579                                           
0.165972948681      0.0217143818608                                             0.000134162140926                                           
0.166428662571      0.0219452691758                                             0.000135521439371                                           
0.166884374356      0.0218262154885                                             0.000133619317374                                           
0.167340084032      0.021889792376                                              0.000135874979687                                           
0.167795791593      0.0219123710067                                             0.000134838339056                                           
0.168251497034      0.0217268563817                                             0.000133128348062                                           
0.168707200348      0.0217400590441                                             0.000134436305491                                           
0.169162901529      0.0217212816402                                             0.000133614409805                                           
0.169618600572      0.0217868860017                                             0.000134581853937                                           
0.170074297472      0.02152719951                                               0.000133395761421                                           
0.170529992222      0.0217438827727                                             0.000133685164582                                           
0.170985684817      0.0219339799326                                             0.000134587091054                                           
0.171441375251      0.0218400116909                                             0.000133227779761                                           
0.171897063518      0.021742673082                                              0.000134254962762                                           
0.172352749613      0.0218457569039                                             0.000133621314892                                           
0.172808433529      0.0218790741756                                             0.000134356461519                                           
0.173264115261      0.0217545098094                                             0.000133405520243                                           
0.173719794804      0.0218456137047                                             0.000132751647564                                           
0.174175472151      0.0218919798028                                             0.000134079725287                                           
0.174631147297      0.0217910201213                                             0.000133644491071                                           
0.175086820236      0.0216203102183                                             0.000132870183078                                           
0.175542490962      0.0218030685191                                             0.000133998406943                                           
0.17599815947       0.0219679602875                                             0.000133310645476                                           
0.176453825754      0.0218584069188                                             0.000133164196111                                           
0.176909489808      0.021926301474                                              0.000132937956328                                           
0.177365151626      0.0219781691286                                             0.000133591698743                                           
0.177820811202      0.0216418538701                                             0.000132752125119                                           
0.178276468532      0.0216365693703                                             0.000132058021507                                           
0.178732123609      0.0218770985814                                             0.000133285488444                                           
0.179187776427      0.021787665319                                              0.000132642187175                                           
0.17964342698       0.0218718796257                                             0.000132530075168                                           
0.180099075264      0.0217370804303                                             0.000132488998717                                           
0.180554721271      0.0219443284176                                             0.000133243314179                                           
0.181010364998      0.0217085552738                                             0.000131913898321                                           
0.181466006436      0.0217407577552                                             0.000132195029611                                           
0.181921645582      0.021884955179                                              0.000131964047398                                           
0.182377282429      0.0218367054192                                             0.000132487305398                                           
0.182832916972      0.0218614448898                                             0.000132379387794                                           
0.183288549204      0.0219859341186                                             0.000133001607574                                           
0.18374417912       0.0218649682585                                             0.00013196594015                                            
0.184199806714      0.0220075192901                                             0.000132154055584                                           
0.184655431981      0.0218742657339                                             0.000132115934398                                           
0.185111054915      0.0219590090098                                             0.000132129837168                                           
0.185566675509      0.021671352996                                              0.000131262004671                                           
0.186022293759      0.02191492635                                               0.000132361515911                                           
0.186477909659      0.0218714266345                                             0.000131567122927                                           
0.186933523202      0.0216661786393                                             0.000134741584474                                           
0.187389134383      0.0218869128009                                             0.00013715532305                                            
0.187844743197      0.0216784052734                                             0.000136299047449                                           
0.188300349637      0.0218183283875                                             0.000139301244387                                           
0.188755953698      0.0216456326069                                             0.000138962632815                                           
0.189211555375      0.0218853830077                                             0.000140891401657                                           
0.18966715466       0.0216683539572                                             0.000140558467022                                           
0.19012275155       0.0218834955297                                             0.000141626657147                                           
0.190578346037      0.0220829667046                                             0.000144339281822                                           
0.191033938116      0.0219782126805                                             0.000143069009864                                           
0.191489527782      0.0217702865723                                             0.000144019415394                                           
0.191945115029      0.021759931446                                              0.000143828222487                                           
0.19240069985       0.0218740747693                                             0.00014524092937                                            
0.192856282241      0.0217663267156                                             0.00014528652584                                            
0.193311862195      0.0218302589302                                             0.000146153460202                                           
0.193767439708      0.0219077459133                                             0.000147327453561                                           
0.194223014772      0.0217583970271                                             0.000147498455468                                           
0.194678587382      0.0218538323477                                             0.000146646898613                                           
0.195134157533      0.0215468087877                                             0.000147119184662                                           
0.195589725219      0.0218997733814                                             0.000143744982722                                           
0.196045290434      0.0219817361226                                             0.000142780695535                                           
0.196500853172      0.0219909542466                                             0.000142206013704                                           
0.196956413428      0.021847218736                                              0.000140777045901                                           
0.197411971196      0.0217807537665                                             0.000139691986608                                           
0.19786752647       0.0218317242098                                             0.000139640303021                                           
0.198323079244      0.0218177084718                                             0.000138814324873                                           
0.198778629513      0.0219820817854                                             0.000139054706031                                           
0.199234177271      0.0219163049259                                             0.000138497361609                                           
0.199689722512      0.021818139419                                              0.000137020612692                                           
0.200145265231      0.0220292823818                                             0.000138576355722                                           
0.200600805422      0.0215347138397                                             0.000136331159053                                           
0.201056343078      0.0217191966759                                             0.000135840525697                                           
